x,y,z,vx,vy,vz
-10.0,-10.0,-10.0,-0.07924021636915311,2.3604675751534514,1.9114689593807703
-10.0,-10.0,-9.310344827586206,0.034450663017178695,2.6515757857341744,1.9948129039297016
-10.0,-10.0,-8.620689655172413,0.1726934137658213,2.967612302609498,2.0597498854891816
-10.0,-10.0,-7.931034482758621,0.33689348341557007,3.30550544224284,2.0991989953496164
-10.0,-10.0,-7.241379310344827,0.5270839453869814,3.660203546415606,2.105536996067131
-10.0,-10.0,-6.551724137931034,0.7414233324961932,4.0245765557649005,2.0711680109661663
-10.0,-10.0,-5.862068965517241,0.9758018822048069,4.389572517986476,1.9892704660573617
-10.0,-10.0,-5.172413793103448,1.2236751477174137,4.744664512774112,1.854627044795005
-10.0,-10.0,-4.482758620689655,1.4762189997155435,5.078553411660898,1.6643962762177822
-10.0,-10.0,-3.7931034482758617,1.7228357703587736,5.380017636272526,1.4186752714504636
-10.0,-10.0,-3.1034482758620685,1.9519575571204004,5.6387532669750176,1.1207440121633367
-10.0,-10.0,-2.4137931034482754,2.152022183417342,5.846050990504231,0.7769595611147236
-10.0,-10.0,-1.7241379310344822,2.3124657374317983,5.995215267054595,0.3963528639485759
-10.0,-10.0,-1.034482758620689,2.4245939639053566,6.081717209613969,-0.009962760345128004
-10.0,-10.0,-0.3448275862068959,2.482249869551539,6.103146029672598,-0.42945676973384883
-10.0,-10.0,0.34482758620689724,2.4822498483263846,6.05906672789588,-0.8488433371486415
-10.0,-10.0,1.0344827586206904,2.4245939462041965,5.9508884756072336,-1.2547150899906385
-10.0,-10.0,1.7241379310344835,2.3124657286982857,5.781799044567771,-1.6341669705011825
-10.0,-10.0,2.4137931034482767,2.1520221422237045,5.5567617876510536,-1.9754434917305845
-10.0,-10.0,3.10344827586207,1.9519575228978954,5.282517213741822,-2.268615798196712
-10.0,-10.0,3.793103448275863,1.7228357618387955,4.9674921883639405,-2.5062423752966585
-10.0,-10.0,4.482758620689657,1.4762189803616137,4.6215274132206305,-2.6839158466315616
-10.0,-10.0,5.172413793103449,1.2236751226278277,4.255383589174784,-2.800570211229553
-10.0,-10.0,5.862068965517242,0.9758018734917419,3.8800572666524538,-2.858443576260152
-10.0,-10.0,6.551724137931036,0.7414233303130301,3.5060098858618924,-2.8626645391690806
-10.0,-10.0,7.241379310344829,0.5270839362501383,3.14245358738623,-2.8205250742467927
-10.0,-10.0,7.931034482758622,0.3368934702994173,2.7968242316066316,-2.740579693802451
-10.0,-10.0,8.620689655172415,0.17269340265384983,2.4745167974768494,-2.631740708934505
-10.0,-10.0,9.310344827586208,0.03445065449869539,2.178887592340982,-2.502515070011488
-10.0,-10.0,10.0,-0.07924022371682915,1.9114689726011116,-2.3604675900800416
-10.0,-9.310344827586206,-10.0,0.034450651858638714,2.502515065075448,2.178887583827532
-10.0,-9.310344827586206,-9.310344827586206,0.18490309809513183,2.8260577454147127,2.288496448445389
-10.0,-9.310344827586206,-8.620689655172413,0.36837106837467487,3.1785628755629576,2.37764404767334
-10.0,-9.310344827586206,-7.931034482758621,0.5868321539485282,3.5561396354618204,2.4373178329722127
-10.0,-9.310344827586206,-7.241379310344827,0.8402685452262811,3.9523927349307346,2.4577541649045176
-10.0,-9.310344827586206,-6.551724137931034,1.1259494874931564,4.358380889795989,2.4292516212118485
-10.0,-9.310344827586206,-5.862068965517241,1.4379194959009074,4.762957756367393,2.343225336676499
-10.0,-9.310344827586206,-5.172413793103448,1.7668753703642979,5.153516477949829,2.193336652361509
-10.0,-9.310344827586206,-4.482758620689655,2.1005500446040877,5.5170384821397915,1.97646715039782
-10.0,-9.310344827586206,-3.7931034482758617,2.424593845504705,5.841238191722007,1.6933166765168701
-10.0,-9.310344827586206,-3.1034482758620685,2.723802878352906,6.115552154174856,1.348502548905662
-10.0,-9.310344827586206,-2.4137931034482754,2.9834563492297304,6.3317692916337664,0.9501822640293602
-10.0,-9.310344827586206,-1.7241379310344822,3.1905252178303827,6.484224544869055,0.5093490661344311
-10.0,-9.310344827586206,-1.034482758620689,3.3345949825450605,6.569622184582894,0.039007373277452684
-10.0,-9.310344827586206,-0.3448275862068959,3.408463242356606,6.5866489291457855,-0.4465963102674437
-10.0,-9.310344827586206,0.34482758620689724,3.408463221439773,6.535567439954608,-0.9326042446340619
-10.0,-9.310344827586206,1.0344827586206904,3.334594967430358,6.41795009395406,-1.4040562588132859
-10.0,-9.310344827586206,1.7241379310344835,3.1905252035090865,6.236629066673523,-1.846364680666642
-10.0,-9.310344827586206,2.4137931034482767,2.983456302571578,5.995850955845062,-2.245867374835767
-10.0,-9.310344827586206,3.10344827586207,2.7238028544394424,5.701543241739349,-2.59052932458323
-10.0,-9.310344827586206,3.793103448275863,2.424593837528872,5.3615328126641595,-2.8707753492372343
-10.0,-9.310344827586206,4.482758620689657,2.1005500152671686,4.985547353814214,-3.0803333936447284
-10.0,-9.310344827586206,5.172413793103449,1.7668753520302471,4.584879475390644,-3.2168833038820313
-10.0,-9.310344827586206,5.862068965517242,1.4379194999047644,4.171691791212632,-3.2822948409086177
-10.0,-9.310344827586206,6.551724137931036,1.1259494845102098,3.758070030835257,-3.2823249891194113
-10.0,-9.310344827586206,7.241379310344829,0.8402685300136985,3.355027679352441,-3.225795004040251
-10.0,-9.310344827586206,7.931034482758622,0.5868321406037456,2.9716826121750106,-3.1234196055506476
-10.0,-9.310344827586206,8.620689655172415,0.36837106075972703,2.6147636859698475,-2.986547214092422
-10.0,-9.310344827586206,9.310344827586208,0.18490309199510918,2.2884964639626,-2.8260577660941157
-10.0,-9.310344827586206,10.0,0.03445064532621961,1.9948129285862854,-2.6515758116743764
-10.0,-8.620689655172413,-10.0,0.1726933978680592,2.631740717860568,2.4745167867429125
-10.0,-8.620689655172413,-9.310344827586206,0.3683710412369288,2.986547219610298,2.6147636840558266
-10.0,-8.620689655172413,-8.620689655172413,0.607579633651856,3.3737740414352553,2.7320283685800635
-10.0,-8.620689655172413,-7.931034482758621,0.8928199607242399,3.7882853743569145,2.8148712216888616
-10.0,-8.620689655172413,-7.241379310344827,1.2236751508009949,4.221827730861267,2.850903943495953
-10.0,-8.620689655172413,-6.551724137931034,1.595837900767327,4.663139729941398,2.8279740794442034
-10.0,-8.620689655172413,-5.862068965517241,2.000532302984931,5.098622482409785,2.7356567379514853
-10.0,-8.620689655172413,-5.172413793103448,2.4245939003565353,5.513539798022958,2.56676107172472
-10.0,-8.620689655172413,-4.482758620689655,2.851318168626854,5.893523726136666,2.318483158991443
-10.0,-8.620689655172413,-3.7931034482758617,3.2619515780355313,6.226022648825643,1.9929050429685449
-10.0,-8.620689655172413,-3.1034482758620685,3.6374893472685015,6.501330687001691,1.596744857960013
-10.0,-8.620689655172413,-2.4137931034482754,3.960372515947205,6.7129825845214075,1.140507983010485
-10.0,-8.620689655172413,-1.7241379310344822,4.215771750521246,6.85751870497936,0.6373518345676482
-10.0,-8.620689655172413,-1.034482758620689,4.392339059741397,6.933819256385943,0.10199810464689094
-10.0,-8.620689655172413,-0.3448275862068959,4.482504123506315,6.942289727074784,-0.45008029808355754
-10.0,-8.620689655172413,0.34482758620689724,4.482504106728206,6.884160995262419,-1.0031382704606726
-10.0,-8.620689655172413,1.0344827586206904,4.39233904639037,6.761092077481136,-1.5413913204850842
-10.0,-8.620689655172413,1.7241379310344835,4.215771728564489,6.575152583441447,-2.0491825003449717
-10.0,-8.620689655172413,2.4137931034482767,3.9603724739485844,6.3291628839655605,-2.5112927182586415
-10.0,-8.620689655172413,3.10344827586207,3.6374893335281238,6.02727911284456,-2.9135548078878664
-10.0,-8.620689655172413,3.793103448275863,3.2619515606764042,5.675620886095973,-3.243818175947056
-10.0,-8.620689655172413,4.482758620689657,2.8513181390594546,5.282696369829008,-3.493151214766157
-10.0,-8.620689655172413,5.172413793103449,2.4245939015470284,4.859396125005237,-3.657000562120675
-10.0,-8.620689655172413,5.862068965517242,2.00053231106027,4.418430367399409,-3.735939298141846
-10.0,-8.620689655172413,6.551724137931036,1.5958378863764238,3.9732701049132206,-3.7356973346907316
